"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"A2M","OK",0,60.6508358314581,0.350915928323467,"A2M",0
"ABI3BP","OK",0,87.9783390019723,0.509446616757937,"ABI3BP",0
"ABRACL","OK",0,39.7246709969009,0.22985450554841,"ABRACL",0
"ABTB2","OK",0,71.8009223390377,0.415653058146885,"ABTB2",0
"ACAN","OK",0,130.943505201333,0.758481172131149,"ACAN",0
"ACTA2","OK",0,55.1037369038646,0.318488055943167,"ACTA2",0
"ACTB","OK",0,110.252101523798,0.637822824502404,"ACTB",0
"ADAM12","OK",0,41.3898402610631,0.239436545666336,"ADAM12",0
"ADAMTS1","OK",0,64.0503456956169,0.370826239593378,"ADAMTS1",0
"ADAMTS12","OK",0,71.7477642582317,0.415215020067379,"ADAMTS12",0
"ADAMTS17","OK",0,51.8720904320685,0.300153178366729,"ADAMTS17",0
"ADAMTS3","OK",0,39.827968723829,0.230415655003999,"ADAMTS3",0
"ADAMTS4","OK",0,38.5098269649311,0.222597525358555,"ADAMTS4",0
"ADAMTSL2","OK",0,38.8448779214278,0.224198648069318,"ADAMTSL2",0
"ADGRA2","OK",0,79.9440587294705,0.462892538797855,"ADGRA2",0
"ADGRG6","OK",0,37.7819691067231,0.218127209192708,"ADGRG6",0
"ADH4","OK",0,41.6322604466123,0.240704389742575,"ADH4",0
"AEBP1","OK",0,47.3458720310799,0.274017585648284,"AEBP1",0
"ALDOA","OK",0,38.7071598620334,0.223915842398329,"ALDOA",0
"ALDOB","OK",0,45.7993718802911,0.265008396793165,"ALDOB",0
"ALOX5","OK",0,47.0229768868804,0.271711113555997,"ALOX5",0
"ANGPT1","OK",0,37.657105770359,0.217366023464238,"ANGPT1",0
"ANGPTL2","OK",0,38.006074447477,0.219836665283304,"ANGPTL2",0
"ANLN","OK",0,47.9936325308765,0.277344445725666,"ANLN",0
"ANP32E","OK",0,41.9482437848327,0.242720561057977,"ANP32E",0
"ANPEP","OK",0,54.0637791846311,0.312668555689994,"ANPEP",0
"ANXA1","OK",0,49.3003205793719,0.284442800849436,"ANXA1",0
"APOH","OK",0,63.9657656931121,0.370334610842051,"APOH",0
"ARC","OK",0,41.0856702838792,0.229270569642864,"ARC",0
"ARHGAP4","OK",0,43.657149978045,0.252242577409142,"ARHGAP4",0
"ARHGEF1","OK",0,73.685117183862,0.426645492690705,"ARHGEF1",0
"ARHGEF19","OK",0,40.5909413131472,0.234731286896478,"ARHGEF19",0
"ARPC3","OK",0,38.405324303622,0.222205831763855,"ARPC3",0
"ASPH","OK",0,43.5190038178133,0.251844331853205,"ASPH",0
"ASPN","OK",0,44.8453040605931,0.259508015242396,"ASPN",0
"ATP10A","OK",0,43.9713861277886,0.254421180905009,"ATP10A",0
"ATP5F1C","OK",0,41.2411597414551,0.238646110332283,"ATP5F1C",0
"ATP5IF1","OK",0,40.1378332901713,0.232187126513281,"ATP5IF1",0
"ATP5MC2","OK",0,67.6937744660705,0.391459700178361,"ATP5MC2",0
"ATP5MC3","OK",0,49.9626141006505,0.289111632349538,"ATP5MC3",0
"ATP5MF","OK",0,48.3415003603033,0.279698081581135,"ATP5MF",0
"ATP5MK","OK",0,40.8346759523187,0.236226578019405,"ATP5MK",0
"ATP5PD","OK",0,37.7596593826152,0.218459666089388,"ATP5PD",0
"ATP5PF","OK",0,41.7166027683471,0.24134689273669,"ATP5PF",0
"ATP6","OK",0,76.5819898504947,0.442733957503489,"ATP6",0
"AUTS2","OK",0,51.1621410810504,0.296078519367434,"AUTS2",0
"B3GNT3","OK",0,74.0735444532834,0.425607177631261,"B3GNT3",0
"B4GALNT4","OK",0,58.0402080431134,0.335706781815172,"B4GALNT4",0
"BGN","OK",0,58.6785028509813,0.339667743646059,"BGN",0
"BTF3L4","OK",0,43.1491935688418,0.249607282896882,"BTF3L4",0
"BUB1","OK",0,46.3521733763913,0.267787890287138,"BUB1",0
"C1QTNF1","OK",0,60.6754182561174,0.35049128732213,"C1QTNF1",0
"C3PH5orf15","OK",0,41.7244206659622,0.241439676355626,"C3PH5orf15",0
"C3QH17orf67","OK",0,98.0673932804423,0.567565322885395,"C3QH17orf67",0
"CALD1","OK",0,62.2863709417731,0.360606283253713,"CALD1",0
"CALM2","OK",0,50.3782180123839,0.291538354091315,"CALM2",0
"CD2","OK",0,42.6608947879052,0.246854068824946,"CD2",0
"CD63","OK",0,46.756982986071,0.270539308717757,"CD63",0
"CDH11","OK",0,91.9047634543968,0.532272771359866,"CDH11",0
"CDH13","OK",0,68.0378053607575,0.39394753191236,"CDH13",0
"CDON","OK",0,39.765594845217,0.230032409558781,"CDON",0
"CEBPB","OK",0,39.2839552758003,0.227189919953511,"CEBPB",0
"CEBPD","OK",0,47.5348802658772,0.275112905929521,"CEBPD",0
"CENPF","OK",0,51.5817887807247,0.298011415819858,"CENPF",0
"CFB","OK",0,61.5170993226898,0.354568719936758,"CFB",0
"CFL2","OK",0,41.0802155715862,0.237291892491848,"CFL2",0
"CHAD","OK",0,77.4285878577533,0.447951715116101,"CHAD",0
"CHADL","OK",0,39.6783451481438,0.22923648568133,"CHADL",0
"CHODL","OK",0,65.8915756309446,0.381088087774862,"CHODL",0
"CHRDL2","OK",0,56.3198773143199,0.325890193526372,"CHRDL2",0
"CHST11","OK",0,62.1355976313574,0.359634538262035,"CHST11",0
"CHST3","OK",0,51.7288568492792,0.299238745314506,"CHST3",0
"CHSY3","OK",0,77.8739745085205,0.450947508554093,"CHSY3",0
"CILP","OK",0,44.0130686245476,0.254383534426341,"CILP",0
"CILP2","OK",0,48.2078885668634,0.278910215667848,"CILP2",0
"CIRBP","OK",0,116.414381124471,0.673055596944248,"CIRBP",0
"CIRP","OK",0,60.3192245158489,0.348744473451686,"CIRP",0
"CKB","OK",0,44.5323601129757,0.257716280551023,"CKB",0
"CKS1B","OK",0,46.2199985352887,0.266999637511263,"CKS1B",0
"CLCF1","OK",0,55.94317103093,0.323815109559647,"CLCF1",0
"CLDN5","OK",0,46.8829752538487,0.271016046554858,"CLDN5",0
"CLEC3A","OK",0,110.241397380914,0.637867271429465,"CLEC3A",0
"CLIC1","OK",0,44.1056876040679,0.255244088522247,"CLIC1",0
"CNMD","OK",0,133.940256180669,0.775720358733909,"CNMD",0
"CNTFR","OK",0,42.2417875399311,0.244219813797436,"CNTFR",0
"COCH","OK",0,61.5424703403165,0.356058377152673,"COCH",0
"COL11A1","OK",0,65.5064626152043,0.378962942921108,"COL11A1",0
"COL11A2","OK",0,87.6738801100715,0.507741544808897,"COL11A2",0
"COL12A1","OK",0,85.9886321831478,0.497912167530393,"COL12A1",0
"COL13A1","OK",0,53.3082930848879,0.308489205045464,"COL13A1",0
"COL1A1","OK",0,135.516772364247,0.784728650245642,"COL1A1",0
"COL1A2","OK",0,132.908667814337,0.769527555383592,"COL1A2",0
"COL24A1","OK",0,71.8807617300772,0.416095900211157,"COL24A1",0
"COL25A1","OK",0,44.421910766989,0.256933153565081,"COL25A1",0
"COL26A1","OK",0,80.486545298898,0.465793750043676,"COL26A1",0
"COL27A1","OK",0,103.182698194455,0.597553207221151,"COL27A1",0
"COL2A1","OK",0,100.549185552293,0.582324922911501,"COL2A1",0
"COL3A1","OK",0,88.555124109812,0.51254127680643,"COL3A1",0
"COL4A1","OK",0,69.6333796959477,0.402919516438318,"COL4A1",0
"COL4A2","OK",0,58.9380487340393,0.340969239933289,"COL4A2",0
"COL5A1","OK",0,71.0888602736213,0.411540799685492,"COL5A1",0
"COL5A2","OK",0,84.8348227318174,0.491144788901904,"COL5A2",0
"COL5A3","OK",0,49.4537036910464,0.285917916557876,"COL5A3",0
"COL6A1","OK",0,70.7082186243332,0.409342884419961,"COL6A1",0
"COL6A2","OK",0,60.9817962007734,0.353018734361374,"COL6A2",0
"COL6A3","OK",0,68.218932559293,0.394967443485347,"COL6A3",0
"COL8A2","OK",0,40.9239770849548,0.236502869230092,"COL8A2",0
"COL9A1","OK",0,138.67993139336,0.803358456451839,"COL9A1",0
"COL9A2","OK",0,130.676950545097,0.756946315725514,"COL9A2",0
"COL9A3","OK",0,131.021296818233,0.758923911378082,"COL9A3",0
"COMP","OK",0,113.967823387355,0.660147873225095,"COMP",0
"COX1","OK",0,83.4867129687611,0.482880742002518,"COX1",0
"COX2","OK",0,79.2823717692039,0.458382554259906,"COX2",0
"COX3","OK",0,97.3968874695672,0.563555128604547,"COX3",0
"COX4I1","OK",0,45.2371897094526,0.261774236767366,"COX4I1",0
"COX4I2","OK",0,37.578237911293,0.217342129012843,"COX4I2",0
"COX5A","OK",0,43.830817930684,0.253656065433443,"COX5A",0
"COX5B","OK",0,40.1304881295653,0.232200025127093,"COX5B",0
"COX6A1","OK",0,43.8662089521368,0.253799151900558,"COX6A1",0
"COX6B1","OK",0,38.3498480629242,0.221769762201232,"COX6B1",0
"COX6C","OK",0,50.0356496274857,0.289550684638261,"COX6C",0
"COX7A2","OK",0,49.2588743340964,0.284996289558531,"COX7A2",0
"COX7B","OK",0,40.828593058987,0.236240162357274,"COX7B",0
"CPA6","OK",0,67.9369133764758,0.392766573430769,"CPA6",0
"CPN1","OK",0,49.8937901142591,0.286465366631286,"CPN1",0
"CPNE2","OK",0,39.5312491105273,0.22867039974413,"CPNE2",0
"CPZ","OK",0,42.7203675412393,0.247134009059982,"CPZ",0
"CRABP2","OK",0,81.7445893543594,0.473219498140206,"CRABP2",0
"CREB5","OK",0,37.9905702121389,0.219650682941094,"CREB5",0
"CRIP1","OK",0,57.0872131868209,0.330435632362735,"CRIP1",0
"CSMD1","OK",0,55.3363367934864,0.320035380207748,"CSMD1",0
"CSPG4","OK",0,69.3911523572627,0.401582612654207,"CSPG4",0
"CSRP1","OK",0,40.4732994490312,0.234173238006144,"CSRP1",0
"CST3","OK",0,39.0824499248538,0.226107047570548,"CST3",0
"CTHRC1","OK",0,110.479666258722,0.639921053554751,"CTHRC1",0
"CTSG","OK",0,73.53749622716,0.425817769128396,"CTSG",0
"CTSK","OK",0,68.6787634602634,0.397673136797854,"CTSK",0
"CXCL8","OK",0,42.7368308400404,0.24690148150588,"CXCL8",0
"CYCS","OK",0,41.0412023189561,0.237474465001443,"CYCS",0
"CYTB","OK",0,69.3091763982763,0.40065233551209,"CYTB",0
"CYTL1","OK",0,84.3892937863621,0.488028039170671,"CYTL1",0
"DAD1","OK",0,58.5833766529084,0.339126099035987,"DAD1",0
"DBI","OK",0,61.7481979141977,0.357360679589496,"DBI",0
"DCN","OK",0,128.430770754939,0.743870775939276,"DCN",0
"DDR2","OK",0,52.036662420441,0.301196945663008,"DDR2",0
"DDT","OK",0,45.2005606187097,0.26158938623324,"DDT",0
"DENND2B","OK",0,68.9433122562742,0.399196089944765,"DENND2B",0
"DIO3","OK",0,46.0468846761681,0.266239069575024,"DIO3",0
"DKK3","OK",0,39.286428263501,0.227249238434255,"DKK3",0
"DLGAP5","OK",0,45.7346598969569,0.264355786699084,"DLGAP5",0
"DPT","OK",0,48.0158178750915,0.277894655072814,"DPT",0
"DSPP","OK",0,54.888222461453,0.317088167264728,"DSPP",0
"DUT","OK",0,47.2558999840542,0.273475710122871,"DUT",0
"DYNLL1","OK",0,55.0405164973401,0.318340089550384,"DYNLL1",0
"ECM1","OK",0,37.7635863133244,0.218440326796313,"ECM1",0
"ECM2","OK",0,53.1508724049406,0.307642558394417,"ECM2",0
"ECRG4","OK",0,92.5277797390092,0.535627572258271,"ECRG4",0
"EEF1A1","OK",0,81.0116000097735,0.467817299836285,"EEF1A1",0
"EEF1B2","OK",0,82.9152553086942,0.479529423686985,"EEF1B2",0
"EEF1D","OK",0,43.6324996433932,0.252434490817742,"EEF1D",0
"EEF1G","OK",0,95.1835656533419,0.549853490237173,"EEF1G",0
"EEF2","OK",0,53.4644924184983,0.308748256355513,"EEF2",0
"EFNA5","OK",0,43.0630912124537,0.249132268713613,"EFNA5",0
"EGF","OK",0,59.3382243084144,0.342321534491034,"EGF",0
"EIF1","OK",0,38.8642103851666,0.224856665449349,"EIF1",0
"EIF3K","OK",0,38.1838596818596,0.220923205865913,"EIF3K",0
"EIF4A1","OK",0,52.84076308539,0.30566815543181,"EIF4A1",0
"EIF5A2","OK",0,70.5890305916056,0.408362348755723,"EIF5A2",0
"EMID1","OK",0,49.8689302050203,0.288415877513002,"EMID1",0
"EMILIN1","OK",0,56.9257931478451,0.329546450955787,"EMILIN1",0
"EMILIN3","OK",0,69.2040282356228,0.40044322874375,"EMILIN3",0
"ENO1","OK",0,40.6627685178437,0.235275804242956,"ENO1",0
"ENTPD1","OK",0,40.6630087547413,0.235127671140223,"ENTPD1",0
"EPS8L2","OK",0,94.2628659136918,0.545607099735515,"EPS8L2",0
"EPYC","OK",0,111.102752857119,0.643239852705417,"EPYC",0
"ERG","OK",0,40.7114488309649,0.235480307469846,"ERG",0
"FAU","OK",0,105.190053132637,0.60756814941543,"FAU",0
"FBLN1","OK",0,55.7121132354526,0.322512926630579,"FBLN1",0
"FBLN7","OK",0,45.9568227475332,0.26586675124065,"FBLN7",0
"FBN2","OK",0,72.2048254944493,0.417861874391571,"FBN2",0
"FCHSD2","OK",0,63.3694302536584,0.366818242726601,"FCHSD2",0
"FGFBP2","OK",0,69.055492992082,0.399435627734777,"FGFBP2",0
"FGFR2","OK",0,81.1284431416912,0.469719031071264,"FGFR2",0
"FGFR3","OK",0,44.1286751656964,0.254971558932416,"FGFR3",0
"FKBP10","OK",0,53.063955639543,0.307119742838108,"FKBP10",0
"FKBP11","OK",0,51.0197549373766,0.295303591498183,"FKBP11",0
"FKBP1A","OK",0,48.7962938565057,0.282434632467123,"FKBP1A",0
"FKBP2","OK",0,97.4452438037646,0.562425959362897,"FKBP2",0
"FKBP7","OK",0,38.0242952207069,0.21999836460939,"FKBP7",0
"FLNA","OK",0,57.8678658803075,0.335008654839376,"FLNA",0
"FLRT1","OK",0,74.5965835314078,0.431460214796734,"FLRT1",0
"FMOD","OK",0,51.2623365186179,0.296653167619407,"FMOD",0
"FN1","OK",0,107.965892209262,0.625116790707607,"FN1",0
"FNDC1","OK",0,56.2733706472361,0.325745391326343,"FNDC1",0
"FOXA3","OK",0,40.4194188569878,0.233100880803857,"FOXA3",0
"FRMD4B","OK",0,54.1791690949741,0.313174640558379,"FRMD4B",0
"FRY","OK",0,77.8236919094477,0.450422090633615,"FRY",0
"FSCN1","OK",0,44.4409052733952,0.257180032640255,"FSCN1",0
"FSTL1","OK",0,63.1467291774237,0.36525874715735,"FSTL1",0
"Fth1","OK",0,90.4655521684067,0.522848939921734,"Fth1",0
"FTH1","OK",0,70.5322038244837,0.408275842804682,"FTH1",0
"FTL","OK",0,37.8350746480591,0.218798236003918,"FTL",0
"FUT8","OK",0,37.5251487088245,0.217039355614473,"FUT8",0
"GAPDH","OK",0,46.2993313270221,0.26769439504388,"GAPDH",0
"GAS1","OK",0,42.8304293808019,0.247773524853097,"GAS1",0
"GAS6","OK",0,62.805594964118,0.363605252462626,"GAS6",0
"GGT5","OK",0,66.3104797818388,0.383890092997683,"GGT5",0
"GLI2","OK",0,62.6988224646855,0.362806725436336,"GLI2",0
"GLIS1","OK",0,68.30932631215,0.394909345087485,"GLIS1",0
"GLIS3","OK",0,50.6716863905846,0.293261367433375,"GLIS3",0
"GLRX","OK",0,47.109180638934,0.272645808473667,"GLRX",0
"GPX1","OK",0,45.7862941373302,0.26494291334211,"GPX1",0
"GSN","OK",0,52.2287156291365,0.302320458716717,"GSN",0
"GSTM1","OK",0,66.7907654650656,0.386554194938521,"GSTM1",0
"H1-1","OK",0,49.7871310790668,0.288161571060657,"H1-1",0
"H2AZ1","OK",0,62.503022556173,0.361760304588876,"H2AZ1",0
"H3F3A","OK",0,46.8976046391054,0.271378593815908,"H3F3A",0
"HAMP","OK",0,70.3950204055508,0.405420947815999,"HAMP",0
"HAPLN1","OK",0,122.159078873744,0.707460576725627,"HAPLN1",0
"HAPLN3","OK",0,61.7065576077178,0.357068889612962,"HAPLN3",0
"HAS2","OK",0,66.0472658735094,0.382266488867397,"HAS2",0
"HBA1","OK",0,99.6241123314695,0.577022632611829,"HBA1",0
"HBA2","OK",0,94.1083375645243,0.545059362871982,"HBA2",0
"HBB","OK",0,106.017533837343,0.614077936466857,"HBB",0
"HBBP1","OK",0,93.1891272343213,0.539728916642499,"HBBP1",0
"HGF","OK",0,47.2122995625323,0.27246404644762,"HGF",0
"HIVEP3","OK",0,38.5663916064848,0.223100418726414,"HIVEP3",0
"HMGB2","OK",0,50.3346123219994,0.291148767364515,"HMGB2",0
"HMGB3","OK",0,64.4632532001076,0.373237276532296,"HMGB3",0
"HMGN1","OK",0,62.9592618461363,0.364101449257007,"HMGN1",0
"HMGN2","OK",0,57.7820302216697,0.334422077098982,"HMGN2",0
"HNRNPA3","OK",0,43.166106394319,0.249453390082647,"HNRNPA3",0
"HNRNPAB","OK",0,47.4527331256704,0.274281487867753,"HNRNPAB",0
"HNRNPC","OK",0,37.8689498859805,0.21909694678347,"HNRNPC",0
"HNRNPH3","OK",0,42.0565416182489,0.243330799628083,"HNRNPH3",0
"HNRNPK","OK",0,42.7048969104851,0.246621651131284,"HNRNPK",0
"HS3ST3A1","OK",0,48.7293199864387,0.281013401286117,"HS3ST3A1",0
"HS3ST3B1","OK",0,38.3045753780852,0.221361725659028,"HS3ST3B1",0
"HSBP1","OK",0,41.0279812616385,0.237380690074658,"HSBP1",0
"HSP90AB1","OK",0,58.378091731367,0.337326410606338,"HSP90AB1",0
"HSPA1A","OK",0,52.5313947118366,0.303982849368678,"HSPA1A",0
"HSPA8","OK",0,39.591426760309,0.228823110875752,"HSPA8",0
"HTRA1","OK",0,38.1628655922694,0.220725077853942,"HTRA1",0
"HTRA4","OK",0,50.6141506441386,0.29180826096343,"HTRA4",0
"IGSF10","OK",0,57.3952035107006,0.332124472610554,"IGSF10",0
"IL11","OK",0,46.0553548574182,0.266008775900559,"IL11",0
"IL16","OK",0,48.5945745860158,0.281013366444737,"IL16",0
"IL1R1","OK",0,39.1575373284945,0.226536421316114,"IL1R1",0
"INHBA","OK",0,54.5736822550112,0.315795880612238,"INHBA",0
"INPP4B","OK",0,44.8810431132299,0.259580938092533,"INPP4B",0
"ITGA5","OK",0,51.5936003058184,0.298584444563972,"ITGA5",0
"ITIH6","OK",0,68.9973117607187,0.399104762491644,"ITIH6",0
"ITLN1","OK",0,45.1887243697883,0.259892718965507,"ITLN1",0
"ITLN2","OK",0,45.6229811181292,0.261788177221444,"ITLN2",0
"JPT1","OK",0,44.2047830531706,0.255819680043524,"JPT1",0
"KCNQ4","OK",0,49.4043595980358,0.285425517011941,"KCNQ4",0
"KCNQ5","OK",0,57.2358852570445,0.330701168267212,"KCNQ5",0
"KDELR2","OK",0,44.0302210441052,0.254691668428167,"KDELR2",0
"KIAA1210","OK",0,41.5793594265705,0.240564728966837,"KIAA1210",0
"KIF26A","OK",0,39.3428465174762,0.227312360307861,"KIF26A",0
"KIF4A","OK",0,38.3733214613415,0.221220193145407,"KIF4A",0
"KLHL29","OK",0,66.6957194012927,0.385975888211539,"KLHL29",0
"KRT1","OK",0,54.9053249420998,0.317785008844949,"KRT1",0
"KRT13","OK",0,38.3848894789167,0.220383780161239,"KRT13",0
"KRT15","OK",0,50.5746817981047,0.292727755844967,"KRT15",0
"KRT18","OK",0,64.3132459514513,0.372126315104592,"KRT18",0
"KRT5","OK",0,117.491204795868,0.68021823539011,"KRT5",0
"KRT8","OK",0,54.5670584074764,0.315644391868242,"KRT8",0
"KRTCAP2","OK",0,62.3686827320739,0.361063662037137,"KRTCAP2",0
"LAMA4","OK",0,45.5185323554316,0.263269312091076,"LAMA4",0
"LDHA","OK",0,38.2946809795199,0.22154265850497,"LDHA",0
"LDHB","OK",0,40.0953120866097,0.231998965513216,"LDHB",0
"LGALS1","OK",0,120.382649738115,0.697106627236394,"LGALS1",0
"LGALS4","OK",0,56.4617620276909,0.326437641716284,"LGALS4",0
"LMCD1","OK",0,68.5784428073735,0.39679379844439,"LMCD1",0
"LMO7","OK",0,60.8054174711063,0.351891759249687,"LMO7",0
"LNX2","OK",0,57.3935004093255,0.332022696890729,"LNX2",0
"LOC138453113","OK",0,42.1425611380184,0.243856869785372,"LOC138453113",0
"LOC138472539","OK",0,40.8000386835257,0.236046742431137,"LOC138472539",0
"LOC138472541","OK",0,39.9113387323308,0.230914051139011,"LOC138472541",0
"LOC138472549","OK",0,62.498840842518,0.360871329024421,"LOC138472549",0
"LOC138472551","OK",0,109.245682873008,0.632699231263282,"LOC138472551",0
"LOC138473015","OK",0,41.5355485262635,0.240250049818291,"LOC138473015",0
"LOC138487719","OK",0,52.2059690299826,0.300597323820883,"LOC138487719",0
"LOC138487739","OK",0,44.8554055193262,0.259376735007464,"LOC138487739",0
"LOC138487902","OK",0,103.452572040558,0.599114127938134,"LOC138487902",0
"LOC138488246","OK",0,50.250211259338,0.290697860065825,"LOC138488246",0
"LOC138488262","OK",0,43.3731444270661,0.250655337636445,"LOC138488262",0
"LOC138503523","OK",0,60.3417911489087,0.339303809119341,"LOC138503523",0
"LOC138504591","OK",0,52.8069405042472,0.305600265638945,"LOC138504591",0
"LOC138510069","OK",0,54.8643308722278,0.317432370800369,"LOC138510069",0
"LOC138510586","OK",0,57.3638454391697,0.331963378133743,"LOC138510586",0
"LOC138516040","OK",0,42.7753701174109,0.247485706485022,"LOC138516040",0
"LOC138521478","OK",0,39.4610793175114,0.227846285363244,"LOC138521478",0
"LOC138521554","OK",0,70.3915366239994,0.406748288904601,"LOC138521554",0
"LOC138566164","OK",0,43.7927250400025,0.253383211895422,"LOC138566164",0
"LOC138566687","OK",0,39.0112136320497,0.225707916656364,"LOC138566687",0
"LOC138567754","OK",0,72.7229068237925,0.420429665068642,"LOC138567754",0
"LOC138569646","OK",0,39.9536209254674,0.230849984640585,"LOC138569646",0
"LOC138569655","OK",0,58.4490070313547,0.338019882784723,"LOC138569655",0
"LOC138570017","OK",0,42.6366397436537,0.246735656284018,"LOC138570017",0
"LOC138580806","OK",0,68.6558563284736,0.39749870684816,"LOC138580806",0
"LOC138580807","OK",0,68.7572480609941,0.398083206268577,"LOC138580807",0
"LOC138580932","OK",0,98.4418727310986,0.568463361617191,"LOC138580932",0
"LOC138582460","OK",0,125.745350543065,0.726936699803161,"LOC138582460",0
"LOC138582712","OK",0,38.9947416673306,0.224868738112504,"LOC138582712",0
"LOC138582805","OK",0,55.3486663858239,0.320314687398103,"LOC138582805",0
"LOX","OK",0,56.3418649627922,0.326162946339807,"LOX",0
"LOXL3","OK",0,65.5227519728595,0.379346183955649,"LOXL3",0
"LOXL4","OK",0,67.0553059026349,0.38783672692386,"LOXL4",0
"LRP1","OK",0,44.8741821986533,0.259620850573438,"LRP1",0
"LRP1B","OK",0,70.7256034758662,0.40926491859388,"LRP1B",0
"LRRC38","OK",0,37.6270145552135,0.21602321287514,"LRRC38",0
"LSM3","OK",0,39.2853049230196,0.227310198168891,"LSM3",0
"LSM6","OK",0,50.2078065248949,0.290608878062687,"LSM6",0
"LSM7","OK",0,40.3969889489741,0.233747603808456,"LSM7",0
"LTBP1","OK",0,41.198449838819,0.238377787662275,"LTBP1",0
"LUM","OK",0,114.289379499714,0.661779619947739,"LUM",0
"MANF","OK",0,39.9287427448143,0.231024653425241,"MANF",0
"MARCKS","OK",0,70.3556827769506,0.407358870198683,"MARCKS",0
"MATN1","OK",0,101.731340530108,0.588593610775735,"MATN1",0
"MATN4","OK",0,110.834100222041,0.641909897834305,"MATN4",0
"MCC","OK",0,39.7326755246157,0.229871142752683,"MCC",0
"MDK","OK",0,120.880457035576,0.70012330508677,"MDK",0
"MEF2D","OK",0,41.0517218041177,0.237530832522444,"MEF2D",0
"MEOX2","OK",0,59.9871606834312,0.347204983886256,"MEOX2",0
"MFAP2","OK",0,48.7455860842166,0.282124791893442,"MFAP2",0
"MFAP4","OK",0,57.6544845631224,0.333761222160981,"MFAP4",0
"MGP","OK",0,78.195616948796,0.452771365253644,"MGP",0
"MIF","OK",0,40.0621443092402,0.231770791688402,"MIF",0
"MINK1","OK",0,40.9288580246892,0.236774231012393,"MINK1",0
"MMEL1","OK",0,40.0069788396649,0.230215200797267,"MMEL1",0
"MMP13","OK",0,95.087954714383,0.550574722650483,"MMP13",0
"MMP16","OK",0,37.6201812236594,0.217509483335439,"MMP16",0
"MMP18","OK",0,84.6619336631358,0.490108902392087,"MMP18",0
"MMP2","OK",0,45.831928300809,0.26524372355478,"MMP2",0
"MMP7","OK",0,49.9781823661277,0.288176659790858,"MMP7",0
"MMP9","OK",0,84.7627093180875,0.490688567341869,"MMP9",0
"MOB2","OK",0,38.144688295841,0.220633542689823,"MOB2",0
"MPC1","OK",0,39.6317577985773,0.229307120796436,"MPC1",0
"MRGPRH","OK",0,55.5948239105402,0.321793751806679,"MRGPRH",0
"MST1","OK",0,41.7835423635825,0.241702644105034,"MST1",0
"MXRA5","OK",0,46.591798649517,0.269653060511924,"MXRA5",0
"MYH9","OK",0,38.1299631188842,0.220612130918938,"MYH9",0
"MYL12B","OK",0,41.4181516729977,0.239566433108951,"MYL12B",0
"MYL6P1","OK",0,57.5295674832649,0.332679736045251,"MYL6P1",0
"MYL9","OK",0,53.5648252066268,0.309956862388571,"MYL9",0
"MYO10","OK",0,37.5386308827793,0.217174479783007,"MYO10",0
"NACA","OK",0,61.0784848177142,0.35310730855724,"NACA",0
"NAP1L1","OK",0,47.9074994332573,0.27711663960609,"NAP1L1",0
"NCL","OK",0,40.9187862630791,0.236632334525975,"NCL",0
"ND1","OK",0,51.8054782672077,0.299696119541049,"ND1",0
"ND2","OK",0,44.6999840728127,0.258521663207066,"ND2",0
"ND3","OK",0,41.6794086419236,0.241087385313662,"ND3",0
"ND4","OK",0,76.5356467788829,0.442950323411282,"ND4",0
"ND6","OK",0,40.0596629358911,0.231732411436888,"ND6",0
"NDUFA4","OK",0,41.9782411500195,0.242848166744296,"NDUFA4",0
"NDUFB1","OK",0,40.6000079882802,0.234910312254806,"NDUFB1",0
"NEDD8","OK",0,40.1028597816389,0.232046549206188,"NEDD8",0
"NET1","OK",0,49.1712091557436,0.284555196742704,"NET1",0
"NEURL3","OK",0,44.7934101910917,0.247496949627406,"NEURL3",0
"NFATC1","OK",0,41.6498875936068,0.240898604081818,"NFATC1",0
"NFATC2","OK",0,39.6917345180388,0.229543789109635,"NFATC2",0
"NFIX","OK",0,60.7510168418201,0.351692235558936,"NFIX",0
"NME2","OK",0,83.4758434536753,0.482365123570124,"NME2",0
"NOP10","OK",0,40.365969066248,0.233567615767056,"NOP10",0
"NOXO1","OK",0,47.9108042802091,0.270248568261345,"NOXO1",0
"NPFFR1","OK",0,46.8658876262753,0.270743374954924,"NPFFR1",0
"NPM1","OK",0,50.8402959565324,0.294168340907319,"NPM1",0
"NR6A1","OK",0,65.6912779964065,0.380277226465422,"NR6A1",0
"NTN5","OK",0,38.0530923003121,0.220078173467063,"NTN5",0
"NUSAP1","OK",0,39.3780244783437,0.227231027594404,"NUSAP1",0
"OAZ1","OK",0,44.6192642446113,0.258100140518312,"OAZ1",0
"OGN","OK",0,70.8095060645812,0.410003385907414,"OGN",0
"OSTC","OK",0,48.979743361268,0.28346250075088,"OSTC",0
"OTOS","OK",0,126.324515046182,0.73136174411449,"OTOS",0
"PAG1","OK",0,57.3464166643312,0.331737002967743,"PAG1",0
"PAPSS1","OK",0,49.9784549411386,0.289272767620089,"PAPSS1",0
"PAPSS2","OK",0,51.1929505580917,0.296299793544291,"PAPSS2",0
"PCDH7","OK",0,54.2960478584661,0.314176462684562,"PCDH7",0
"PCK2","OK",0,42.4519153461599,0.245553253116401,"PCK2",0
"PCLAF","OK",0,39.1863004489203,0.226486373059946,"PCLAF",0
"PCNA","OK",0,40.9229184646391,0.236779983333973,"PCNA",0
